ID,Count
18288,411.7166201425536
18289,328.57140278223284
18290,278.072609204185
18291,229.76146258061948
18292,193.3909173942278
18293,173.11677120402618
18294,186.14753784594228
18295,215.88197671890447
18296,248.60156595116047
18297,321.24754123896645
18298,455.97440083707875
18299,505.5074104753552
18300,510.86312141408774
18301,451.81860327806237
18302,483.10414969065795
18303,477.0021511621021
18304,464.8274202849837
18305,475.6559068824206
18306,487.3623788796497
18307,517.1407170226018
18308,496.954369372379
18309,463.8543198002134
18310,465.5371251498151
18311,454.5330414724201
18312,392.34682164720766
18313,313.1132902070801
18314,264.9902847512757
18315,218.95200526349288
18316,184.2925645041762
18317,164.97224457980136
18318,177.38996012845237
18319,205.72549970718148
18320,236.9057489680274
18321,306.1339902271817
18322,434.52243161564616
18323,481.72508982135423
18324,486.8288336627986
18325,430.56214950917024
18326,460.37582255017605
18327,454.5609012882025
18328,442.95894807486457
18329,453.2779930001891
18330,464.4337172437831
18331,492.81109078842593
18332,473.5744387958776
18333,442.0316284971152
18334,443.6352638571319
18335,433.14888306815385
18336,377.9198477481332
18337,301.5998102550677
18338,255.24633447390454
18339,210.90092726106474
18340,177.51594781914034
18341,158.90605483310668
18342,170.8671589139895
18343,198.16077316705332
18344,228.19449436284623
18345,294.87714591763756
18346,418.54461955344425
18347,464.0115901472541
18348,468.9276643680324
18349,414.7299608684689
18350,443.4473561800098
18351,437.8462552235493
18352,426.6709171041846
18353,436.61052071996556
18354,447.3560381424316
18355,474.6899480858299
18356,456.1606464804643
18357,425.77769596844155
18358,427.322364097921
18359,417.22157772080334
18360,262.6266287173158
18361,209.5897896367149
18362,177.377517256012
18363,146.56070553045691
18364,123.36058875206311
18365,110.42807545636211
18366,118.74016718485137
18367,137.70723107288035
18368,158.5784686976998
18369,204.91803005208976
18370,290.8578712022292
18371,322.4540873739706
18372,325.87039907821213
18373,288.2069626666976
18374,308.1634501630591
18375,304.27109502462
18376,296.5050531177105
18377,303.4123500060674
18378,310.87969799348036
18379,329.87476443646227
18380,316.9982562506666
18381,295.8843298162564
18382,296.957761089447
18383,289.9384539812791
18384,261.6740456739285
18385,208.82957853150384
18386,176.73414451029518
18387,146.02910961576595
18388,122.91314286418259
18389,110.0275375798056
18390,118.30948020393973
18391,137.20774793245198
18392,158.00328269670086
18393,204.174764063925
18394,289.80288954444313
18395,321.28450187761945
18396,324.6884221476173
18397,287.16159622018256
18398,307.0456987809895
18399,303.16746175205753
18400,295.4295883514069
